,Unnamed: 0,Day,Lecture,Room
1756,1756,Friday,2,Civil Engineering Materials Lab
1757,1757,Friday,2,Mechanics Lab
1758,1758,Friday,2,Electric Machines Lab
1759,1759,Friday,2,Vibrations Lab
1760,1760,Friday,2,PhyLab
1761,1761,Friday,2,DigitalLab
1762,1762,Friday,2,PowerElectronicsLab
1763,1763,Friday,2,Survey Lab
1809,1809,Friday,3,C4
1810,1810,Friday,3,C1.1
1811,1811,Friday,3,C2.2
1812,1812,Friday,3,A1
1813,1813,Friday,3,A2.2
1814,1814,Friday,3,A2.8
1815,1815,Friday,3,B7
1816,1816,Friday,3,B8
1817,1817,Friday,3,B9
1818,1818,Friday,3,B10
1819,1819,Friday,3,B11
1820,1820,Friday,3,B13
1821,1821,Friday,3,B14
1822,1822,Friday,3,W1
1823,1823,Friday,3,W3
1824,1824,Friday,3,Engineering Mechanics Lab
1825,1825,Friday,3,Engineering Drawing Hall
1826,1826,Friday,3,FYP Lab
1827,1827,Friday,3,Getechnical Engineering Lab
1828,1828,Friday,3,Civil Engineering Materials Lab
1829,1829,Friday,3,C Lab1
1830,1830,Friday,3,MS Lab
1831,1831,Friday,3,Bio Lab
1832,1832,Friday,3,DRAWING HALL
1833,1833,Friday,3,Mechanics Lab
1834,1834,Friday,3,Thermo Lab
1835,1835,Friday,3,Electric Machines Lab
1836,1836,Friday,3,Vibrations Lab
1837,1837,Friday,3,PhyLab
1838,1838,Friday,3,DigitalLab
1839,1839,Friday,3,PowerElectronicsLab
1840,1840,Friday,3,DLD Lab
1841,1841,Friday,3,Survey Lab
1876,1876,Friday,4,C1
1877,1877,Friday,4,C2
1878,1878,Friday,4,C3
1879,1879,Friday,4,C4
1880,1880,Friday,4,C5
1881,1881,Friday,4,C1.1
1882,1882,Friday,4,C1.2
1883,1883,Friday,4,C1.3
1884,1884,Friday,4,C1.4
1885,1885,Friday,4,C2.2
1886,1886,Friday,4,C2.3
1887,1887,Friday,4,C2.4
1888,1888,Friday,4,C2.5
1889,1889,Friday,4,A1
1890,1890,Friday,4,A3
1891,1891,Friday,4,A1.1
1892,1892,Friday,4,A1.2
1893,1893,Friday,4,A1.3
1894,1894,Friday,4,A2.1
1895,1895,Friday,4,A2.2
1896,1896,Friday,4,A2.8
1897,1897,Friday,4,B1
1898,1898,Friday,4,B3
1899,1899,Friday,4,B4
1900,1900,Friday,4,B5
1901,1901,Friday,4,B6
1902,1902,Friday,4,B7
1903,1903,Friday,4,B8
1904,1904,Friday,4,B9
1905,1905,Friday,4,B10
1906,1906,Friday,4,B11
1907,1907,Friday,4,B12
1908,1908,Friday,4,B13
1909,1909,Friday,4,W1
1910,1910,Friday,4,W2
1911,1911,Friday,4,W3
1912,1912,Friday,4,W4
1913,1913,Friday,4,Engineering Mechanics Lab
1914,1914,Friday,4,Engineering Drawing Hall
1915,1915,Friday,4,FYP Lab
1916,1916,Friday,4,Getechnical Engineering Lab
1917,1917,Friday,4,Fluid Mechanics Lab
1918,1918,Friday,4,Civil Engineering Materials Lab
1919,1919,Friday,4,C Lab1
1920,1920,Friday,4,C Lab2
1921,1921,Friday,4,C Lab3
1922,1922,Friday,4,C Lab4
1923,1923,Friday,4,C lab5
1924,1924,Friday,4,MS Lab
1925,1925,Friday,4,Cisco Lab
1926,1926,Friday,4,CAD CAM Lab
1927,1927,Friday,4,Bio Lab
1928,1928,Friday,4,FSN Lab
1929,1929,Friday,4,DRAWING HALL
1930,1930,Friday,4,Mechanics Lab
1931,1931,Friday,4,Thermo Lab
1932,1932,Friday,4,Electric Machines Lab
1933,1933,Friday,4,HMT Lab
1934,1934,Friday,4,Vibrations Lab
1935,1935,Friday,4,PhyLab
1936,1936,Friday,4,C&ELab
1937,1937,Friday,4,DigitalLab
1938,1938,Friday,4,PowerElectronicsLab
1939,1939,Friday,4,DLD Lab
1940,1940,Friday,4,Survey Lab
1943,1943,Friday,5,C1
1944,1944,Friday,5,C2
1945,1945,Friday,5,C3
1946,1946,Friday,5,C4
1947,1947,Friday,5,C1.2
1948,1948,Friday,5,C1.3
1949,1949,Friday,5,C1.4
1950,1950,Friday,5,C2.2
1951,1951,Friday,5,C2.3
1952,1952,Friday,5,C2.4
1953,1953,Friday,5,C2.5
1954,1954,Friday,5,A3
1955,1955,Friday,5,A1.1
1956,1956,Friday,5,A1.2
1957,1957,Friday,5,A1.3
1958,1958,Friday,5,A2.1
1959,1959,Friday,5,A2.8
1960,1960,Friday,5,B1
1961,1961,Friday,5,B3
1962,1962,Friday,5,B4
1963,1963,Friday,5,B5
1964,1964,Friday,5,B6
1965,1965,Friday,5,B7
1966,1966,Friday,5,B8
1967,1967,Friday,5,B9
1968,1968,Friday,5,B10
1969,1969,Friday,5,B11
1970,1970,Friday,5,B12
1971,1971,Friday,5,B14
1972,1972,Friday,5,W1
1973,1973,Friday,5,W2
1974,1974,Friday,5,W3
1975,1975,Friday,5,W4
1976,1976,Friday,5,Engineering Mechanics Lab
1977,1977,Friday,5,Engineering Drawing Hall
1978,1978,Friday,5,FYP Lab
1979,1979,Friday,5,Getechnical Engineering Lab
1980,1980,Friday,5,Fluid Mechanics Lab
1981,1981,Friday,5,Civil Engineering Materials Lab
1982,1982,Friday,5,C Lab1
1983,1983,Friday,5,C Lab3
1984,1984,Friday,5,MS Lab
1985,1985,Friday,5,Cisco Lab
1986,1986,Friday,5,Bio Lab
1987,1987,Friday,5,FSN Lab
1988,1988,Friday,5,DRAWING HALL
1989,1989,Friday,5,Mechanics Lab
1990,1990,Friday,5,Thermo Lab
1991,1991,Friday,5,Electric Machines Lab
1992,1992,Friday,5,HMT Lab
1993,1993,Friday,5,Vibrations Lab
1994,1994,Friday,5,PhyLab
1995,1995,Friday,5,C&ELab
1996,1996,Friday,5,DigitalLab
1997,1997,Friday,5,PowerElectronicsLab
1998,1998,Friday,5,DLD Lab
1999,1999,Friday,5,Survey Lab
